4	8	1	5	9	% mean class accuracy (train set)	3	7	2	6	0	
 5.3046e-01	 4.4577e-01	 8.5566e-01	 4.1990e-01	 3.5748e-01	 6.1375e+01	 8.3172e-01	 4.4918e-01	 6.9972e-01	 3.4845e-01	 4.7222e-01	
 8.3411e-01	 7.7712e-01	 9.1277e-01	 8.0628e-01	 7.6378e-01	 8.4159e+01	 8.7127e-01	 8.3516e-01	 8.8608e-01	 7.2668e-01	 8.4649e-01	
 8.5473e-01	 8.4027e-01	 9.2056e-01	 8.5026e-01	 8.0787e-01	 8.7351e+01	 9.0202e-01	 8.6401e-01	 9.0999e-01	 7.6554e-01	 8.9035e-01	
 8.8097e-01	 8.8559e-01	 9.2627e-01	 8.6387e-01	 8.4252e-01	 8.9611e+01	 9.3102e-01	 8.7363e-01	 9.1772e-01	 8.2124e-01	 8.9766e-01	
 9.0909e-01	 9.1010e-01	 9.3769e-01	 8.9110e-01	 8.4882e-01	 9.1499e+01	 9.4684e-01	 8.9835e-01	 9.3249e-01	 8.4067e-01	 9.2398e-01	
 9.2221e-01	 9.4354e-01	 9.4756e-01	 9.0681e-01	 8.7874e-01	 9.3303e+01	 9.6397e-01	 9.1209e-01	 9.4726e-01	 8.6917e-01	 9.3713e-01	
 9.3908e-01	 9.6211e-01	 9.5742e-01	 9.2147e-01	 9.0236e-01	 9.4666e+01	 9.8111e-01	 9.2582e-01	 9.5148e-01	 8.8212e-01	 9.4444e-01	
