4	8	1	5	9	% mean class accuracy (train set)	3	7	2	6	0	
 7.4041e-01	 5.6729e-01	 9.2641e-01	 7.3656e-01	 6.4842e-01	 7.5441e+01	 6.9142e-01	 7.0885e-01	 8.2381e-01	 6.7470e-01	 7.1261e-01	
 9.1285e-01	 8.4737e-01	 9.4315e-01	 8.9814e-01	 8.7122e-01	 9.0557e+01	 8.8572e-01	 8.9366e-01	 9.3651e-01	 8.7184e-01	 9.1168e-01	
 9.3390e-01	 8.8325e-01	 9.5368e-01	 9.2313e-01	 8.9998e-01	 9.2571e+01	 9.1385e-01	 9.1510e-01	 9.4643e-01	 8.9907e-01	 9.2502e-01	
 9.4288e-01	 9.0585e-01	 9.6205e-01	 9.3272e-01	 9.1693e-01	 9.3855e+01	 9.2833e-01	 9.2940e-01	 9.5730e-01	 9.1601e-01	 9.4179e-01	
 9.5441e-01	 9.1952e-01	 9.6472e-01	 9.4391e-01	 9.3067e-01	 9.4833e+01	 9.4163e-01	 9.4245e-01	 9.6363e-01	 9.3190e-01	 9.4988e-01	
 9.6152e-01	 9.3558e-01	 9.7215e-01	 9.5510e-01	 9.4055e-01	 9.5725e+01	 9.5128e-01	 9.4870e-01	 9.6863e-01	 9.4692e-01	 9.5736e-01	
 9.6929e-01	 9.4985e-01	 9.7453e-01	 9.6455e-01	 9.5299e-01	 9.6552e+01	 9.6340e-01	 9.5889e-01	 9.7430e-01	 9.5739e-01	 9.6544e-01	
 9.7479e-01	 9.5719e-01	 9.8059e-01	 9.7094e-01	 9.6158e-01	 9.7267e+01	 9.7423e-01	 9.6747e-01	 9.7959e-01	 9.6630e-01	 9.7171e-01	
 9.8136e-01	 9.6888e-01	 9.8427e-01	 9.8140e-01	 9.6716e-01	 9.7894e+01	 9.7964e-01	 9.7301e-01	 9.8413e-01	 9.7381e-01	 9.7858e-01	
 9.8686e-01	 9.8117e-01	 9.8810e-01	 9.8518e-01	 9.7703e-01	 9.8513e+01	 9.8600e-01	 9.8088e-01	 9.8932e-01	 9.8202e-01	 9.8383e-01	
 9.9128e-01	 9.8553e-01	 9.9300e-01	 9.9114e-01	 9.8412e-01	 9.8978e+01	 9.9011e-01	 9.8660e-01	 9.9131e-01	 9.8778e-01	 9.8828e-01	
 9.9356e-01	 9.9306e-01	 9.9459e-01	 9.9535e-01	 9.8862e-01	 9.9328e+01	 9.9470e-01	 9.9088e-01	 9.9386e-01	 9.9319e-01	 9.9010e-01	
 9.9785e-01	 9.9524e-01	 9.9697e-01	 9.9768e-01	 9.9313e-01	 9.9656e+01	 9.9741e-01	 9.9482e-01	 9.9688e-01	 9.9721e-01	 9.9555e-01	
 9.9866e-01	 9.9841e-01	 9.9820e-01	 9.9942e-01	 9.9678e-01	 9.9836e+01	 9.9929e-01	 9.9786e-01	 9.9839e-01	 9.9808e-01	 9.9757e-01	
 9.9946e-01	 9.9861e-01	 9.9921e-01	 9.9956e-01	 9.9850e-01	 9.9926e+01	 9.9976e-01	 9.9911e-01	 9.9924e-01	 9.9948e-01	 9.9919e-01	
