4	8	1	5	9	% mean class accuracy (train set)	3	7	2	6	0	
 8.5982e-01	 7.5412e-01	 9.1530e-01	 8.5195e-01	 8.0286e-01	 8.5504e+01	 8.2176e-01	 8.4234e-01	 9.0250e-01	 8.1913e-01	 8.6063e-01	
 8.7161e-01	 7.8575e-01	 9.2217e-01	 8.5258e-01	 8.2243e-01	 8.6654e+01	 8.3450e-01	 8.6098e-01	 9.1162e-01	 8.1722e-01	 8.7958e-01	
 8.7652e-01	 7.8436e-01	 9.3110e-01	 8.5736e-01	 8.2443e-01	 8.6829e+01	 8.3804e-01	 8.5386e-01	 9.0638e-01	 8.1510e-01	 8.7395e-01	
 8.7062e-01	 7.8878e-01	 9.4741e-01	 8.5078e-01	 8.1948e-01	 8.8860e+01	 8.3818e-01	 8.6265e-01	 9.5166e-01	 8.2245e-01	 8.7437e-01	
 8.7608e-01	 7.9374e-01	 9.8312e-01	 8.5018e-01	 8.2709e-01	 9.1521e+01	 8.4774e-01	 8.5947e-01	 9.1141e-01	 8.2236e-01	 8.6694e-01	
 8.8480e-01	 8.0224e-01	 9.6092e-01	 8.6507e-01	 8.3582e-01	 9.3445e+01	 8.4772e-01	 8.7462e-01	 9.8646e-01	 8.3045e-01	 8.7249e-01	
 8.8081e-01	 7.9785e-01	 9.5129e-01	 8.6523e-01	 8.3307e-01	 8.8815e+01	 8.5727e-01	 8.7551e-01	 9.3017e-01	 8.3317e-01	 8.7835e-01	
 8.8413e-01	 8.1331e-01	 9.4902e-01	 8.6299e-01	 8.3445e-01	 8.8696e+01	 8.4844e-01	 8.7237e-01	 9.2628e-01	 8.3260e-01	 8.8495e-01	
 8.8439e-01	 8.0935e-01	 9.6147e-01	 8.6367e-01	 8.3749e-01	 8.9580e+01	 8.5219e-01	 8.7651e-01	 9.2847e-01	 8.3305e-01	 8.8184e-01	
 8.8186e-01	 8.1344e-01	 9.5311e-01	 8.6833e-01	 8.3955e-01	 8.9156e+01	 8.5942e-01	 8.6882e-01	 9.2727e-01	 8.4164e-01	 8.9322e-01	
 8.9064e-01	 8.1642e-01	 9.5660e-01	 8.7128e-01	 8.4780e-01	 8.9711e+01	 8.5760e-01	 8.7985e-01	 9.3366e-01	 8.4555e-01	 8.9046e-01	
 8.8812e-01	 8.2180e-01	 9.4963e-01	 8.6576e-01	 8.5126e-01	 8.9221e+01	 8.5839e-01	 8.8383e-01	 9.2895e-01	 8.4396e-01	 8.9564e-01	
 8.9452e-01	 8.1577e-01	 9.4761e-01	 8.6577e-01	 8.4241e-01	 8.9202e+01	 8.5536e-01	 8.8670e-01	 9.3119e-01	 8.4615e-01	 8.9507e-01	
 8.9497e-01	 8.2421e-01	 9.4929e-01	 8.6992e-01	 8.4171e-01	 8.9405e+01	 8.6362e-01	 8.9011e-01	 9.3059e-01	 8.4795e-01	 8.9480e-01	
 8.9433e-01	 8.1762e-01	 9.4908e-01	 8.7235e-01	 8.5430e-01	 8.9400e+01	 8.6682e-01	 8.8474e-01	 9.2804e-01	 8.3855e-01	 8.9643e-01	
