4	8	1	5	9	% mean class accuracy (train set)	3	7	2	6	0	
 8.2582e-01	 6.8147e-01	 9.2302e-01	 8.0369e-01	 7.4286e-01	 8.2112e+01	 7.7769e-01	 8.1108e-01	 8.8446e-01	 7.4838e-01	 8.0356e-01	
 9.2035e-01	 8.5411e-01	 9.4546e-01	 9.0235e-01	 8.7723e-01	 9.1119e+01	 8.9126e-01	 9.1046e-01	 9.4010e-01	 8.7655e-01	 9.1714e-01	
 9.3470e-01	 8.8801e-01	 9.5397e-01	 9.2270e-01	 9.0749e-01	 9.2877e+01	 9.1432e-01	 9.2726e-01	 9.4946e-01	 8.9995e-01	 9.3492e-01	
 9.4945e-01	 9.0684e-01	 9.6256e-01	 9.3330e-01	 9.2402e-01	 9.4155e+01	 9.2774e-01	 9.3744e-01	 9.5890e-01	 9.2317e-01	 9.4665e-01	
 9.5468e-01	 9.2448e-01	 9.6616e-01	 9.4638e-01	 9.3411e-01	 9.5024e+01	 9.4057e-01	 9.4638e-01	 9.6514e-01	 9.3417e-01	 9.5352e-01	
 9.5830e-01	 9.3617e-01	 9.7237e-01	 9.5510e-01	 9.4634e-01	 9.5817e+01	 9.4975e-01	 9.5710e-01	 9.7015e-01	 9.4447e-01	 9.6200e-01	
 9.7050e-01	 9.4450e-01	 9.7612e-01	 9.5960e-01	 9.5407e-01	 9.6518e+01	 9.6010e-01	 9.6390e-01	 9.7525e-01	 9.5478e-01	 9.6645e-01	
 9.7265e-01	 9.5619e-01	 9.8052e-01	 9.6789e-01	 9.6008e-01	 9.7079e+01	 9.6740e-01	 9.7051e-01	 9.7855e-01	 9.5897e-01	 9.7292e-01	
 9.8257e-01	 9.6492e-01	 9.8240e-01	 9.7501e-01	 9.6909e-01	 9.7708e+01	 9.7540e-01	 9.7605e-01	 9.8196e-01	 9.7084e-01	 9.7757e-01	
 9.8606e-01	 9.7443e-01	 9.8680e-01	 9.8213e-01	 9.7532e-01	 9.8290e+01	 9.8141e-01	 9.8016e-01	 9.8791e-01	 9.7852e-01	 9.8403e-01	
 9.8954e-01	 9.8276e-01	 9.9019e-01	 9.8707e-01	 9.8498e-01	 9.8735e+01	 9.8423e-01	 9.8552e-01	 9.9074e-01	 9.8463e-01	 9.8666e-01	
 9.9343e-01	 9.8573e-01	 9.9336e-01	 9.9215e-01	 9.8862e-01	 9.9103e+01	 9.8894e-01	 9.8856e-01	 9.9320e-01	 9.8865e-01	 9.9151e-01	
 9.9558e-01	 9.9247e-01	 9.9545e-01	 9.9491e-01	 9.9206e-01	 9.9418e+01	 9.9306e-01	 9.9392e-01	 9.9528e-01	 9.9197e-01	 9.9373e-01	
 9.9772e-01	 9.9485e-01	 9.9747e-01	 9.9738e-01	 9.9571e-01	 9.9686e+01	 9.9706e-01	 9.9625e-01	 9.9754e-01	 9.9598e-01	 9.9616e-01	
 9.9893e-01	 9.9841e-01	 9.9877e-01	 9.9913e-01	 9.9742e-01	 9.9863e+01	 9.9894e-01	 9.9857e-01	 9.9858e-01	 9.9895e-01	 9.9778e-01	
