4	8	1	5	9	% mean class accuracy (train set)	3	7	2	6	0	
 5.9632e-01	 2.7027e-01	 9.0569e-01	 5.9358e-01	 4.3083e-01	 6.1815e+01	 5.6806e-01	 5.0339e-01	 7.4448e-01	 4.5606e-01	 5.1843e-01	
 8.5612e-01	 6.7181e-01	 9.1979e-01	 8.3868e-01	 7.8524e-01	 8.4252e+01	 7.9323e-01	 8.6005e-01	 8.9552e-01	 7.6974e-01	 8.6241e-01	
 8.7530e-01	 7.4903e-01	 9.2993e-01	 8.6364e-01	 8.2345e-01	 8.7173e+01	 8.4253e-01	 8.7698e-01	 9.1403e-01	 8.1869e-01	 8.9189e-01	
 8.8969e-01	 7.9537e-01	 9.3565e-01	 8.8235e-01	 8.5771e-01	 8.8832e+01	 8.6019e-01	 8.8149e-01	 9.1881e-01	 8.4872e-01	 9.1523e-01	
 9.0967e-01	 8.3655e-01	 9.4491e-01	 9.0463e-01	 8.6430e-01	 9.0619e+01	 8.8521e-01	 9.0745e-01	 9.3493e-01	 8.6207e-01	 9.2383e-01	
 9.2406e-01	 8.5199e-01	 9.5549e-01	 9.1711e-01	 8.9065e-01	 9.2050e+01	 9.0655e-01	 9.1874e-01	 9.4090e-01	 8.8432e-01	 9.3857e-01	
 9.3925e-01	 8.8160e-01	 9.5901e-01	 9.2602e-01	 9.0777e-01	 9.3210e+01	 9.2347e-01	 9.3002e-01	 9.4746e-01	 8.9655e-01	 9.4963e-01	
 9.5364e-01	 8.9704e-01	 9.6430e-01	 9.4296e-01	 9.1568e-01	 9.4471e+01	 9.4113e-01	 9.4244e-01	 9.6418e-01	 9.1324e-01	 9.5455e-01	
 9.6403e-01	 9.1377e-01	 9.7179e-01	 9.5365e-01	 9.3412e-01	 9.5597e+01	 9.5217e-01	 9.5147e-01	 9.6955e-01	 9.3215e-01	 9.7297e-01	
