4	8	1	5	9	% mean class accuracy (train set)	3	7	2	6	0	
 7.5798e-01	 5.6690e-01	 9.1999e-01	 7.5341e-01	 6.5529e-01	 7.6334e+01	 7.1155e-01	 7.2386e-01	 8.3354e-01	 6.8343e-01	 7.2433e-01	
 9.1338e-01	 8.3588e-01	 9.4337e-01	 8.9945e-01	 8.7315e-01	 9.0517e+01	 8.8949e-01	 8.9258e-01	 9.3604e-01	 8.7218e-01	 9.0784e-01	
 9.3564e-01	 8.7968e-01	 9.5455e-01	 9.2066e-01	 8.9933e-01	 9.2599e+01	 9.1444e-01	 9.1546e-01	 9.4709e-01	 9.0134e-01	 9.2623e-01	
 9.4650e-01	 9.0446e-01	 9.5989e-01	 9.3359e-01	 9.1565e-01	 9.3758e+01	 9.2409e-01	 9.2779e-01	 9.5550e-01	 9.1950e-01	 9.3836e-01	
 9.5481e-01	 9.2032e-01	 9.6566e-01	 9.4551e-01	 9.3303e-01	 9.4882e+01	 9.4057e-01	 9.4138e-01	 9.6259e-01	 9.3697e-01	 9.4806e-01	
 9.6474e-01	 9.3538e-01	 9.7201e-01	 9.5292e-01	 9.4677e-01	 9.5797e+01	 9.5139e-01	 9.5031e-01	 9.6901e-01	 9.4605e-01	 9.5918e-01	
 9.7117e-01	 9.5005e-01	 9.7525e-01	 9.6382e-01	 9.5493e-01	 9.6620e+01	 9.6246e-01	 9.5961e-01	 9.7506e-01	 9.6036e-01	 9.6544e-01	
 9.7841e-01	 9.6274e-01	 9.7951e-01	 9.7108e-01	 9.6287e-01	 9.7299e+01	 9.6869e-01	 9.6819e-01	 9.7988e-01	 9.6997e-01	 9.7070e-01	
 9.8217e-01	 9.6947e-01	 9.8608e-01	 9.7908e-01	 9.7296e-01	 9.7954e+01	 9.7740e-01	 9.7408e-01	 9.8309e-01	 9.7817e-01	 9.7817e-01	
 9.8860e-01	 9.7919e-01	 9.8846e-01	 9.8620e-01	 9.8133e-01	 9.8582e+01	 9.8670e-01	 9.8248e-01	 9.8904e-01	 9.8411e-01	 9.8201e-01	
 9.9236e-01	 9.8910e-01	 9.9293e-01	 9.9041e-01	 9.9013e-01	 9.9110e+01	 9.9117e-01	 9.8892e-01	 9.9263e-01	 9.8970e-01	 9.8868e-01	
 9.9678e-01	 9.9326e-01	 9.9488e-01	 9.9520e-01	 9.9378e-01	 9.9499e+01	 9.9541e-01	 9.9303e-01	 9.9660e-01	 9.9546e-01	 9.9272e-01	
 9.9759e-01	 9.9722e-01	 9.9784e-01	 9.9768e-01	 9.9678e-01	 9.9749e+01	 9.9823e-01	 9.9589e-01	 9.9754e-01	 9.9878e-01	 9.9596e-01	
 9.9933e-01	 9.9881e-01	 9.9877e-01	 9.9942e-01	 9.9893e-01	 9.9909e+01	 9.9918e-01	 9.9857e-01	 9.9924e-01	 9.9948e-01	 9.9919e-01	
 9.9987e-01	 9.9960e-01	 9.9964e-01	 9.9985e-01	 9.9979e-01	 9.9975e+01	 1.0000e+00	 9.9964e-01	 9.9981e-01	 9.9983e-01	 9.9939e-01	
 9.9973e-01	 1.0000e+00	 9.9986e-01	 9.9985e-01	 9.9979e-01	 9.9989e+01	 1.0000e+00	 9.9982e-01	 1.0000e+00	 1.0000e+00	 9.9980e-01	
 9.9987e-01	 1.0000e+00	 9.9986e-01	 9.9985e-01	 9.9979e-01	 9.9993e+01	 1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00	
 9.9987e-01	 1.0000e+00	 9.9986e-01	 9.9985e-01	 1.0000e+00	 9.9995e+01	 1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00	
 1.0000e+00	 1.0000e+00	 1.0000e+00	 9.9985e-01	 9.9979e-01	 9.9997e+01	 1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00	
 9.9987e-01	 1.0000e+00	 9.9993e-01	 1.0000e+00	 1.0000e+00	 9.9997e+01	 1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00	 1.0000e+00	
